mem,p_len,sa_factor,t_len,tally_factor,time
8976,7,64,1384,128,0 days 00:00:00.000054000
8976,12,64,1384,128,0 days 00:00:00.000059000
7136,6,256,1384,128,0 days 00:00:00.001085000
7136,7,256,1384,128,0 days 00:00:00.000054000
7136,12,256,1384,128,0 days 00:00:00.000057000
157552,6,1,1384,512,0 days 00:00:00.000167000
157552,7,1,1384,512,0 days 00:00:00.000119000
157552,12,1,1384,512,0 days 00:00:00.000140000
43664,6,4,1384,512,0 days 00:00:00.000255000
43664,7,4,1384,512,0 days 00:00:00.000118000
43664,12,4,1384,512,0 days 00:00:00.000141000
13584,6,16,1384,512,0 days 00:00:00.000366000
13584,7,16,1384,512,0 days 00:00:00.000118000
13584,12,16,1384,512,0 days 00:00:00.000140000
5968,6,64,1384,512,0 days 00:00:00.001225000
5968,7,64,1384,512,0 days 00:00:00.000119000
5968,12,64,1384,512,0 days 00:00:00.000141000
4128,6,256,1384,512,0 days 00:00:00.002497000
4128,7,256,1384,512,0 days 00:00:00.000119000
4128,12,256,1384,512,0 days 00:00:00.000140000
636200,6,1,1720,1,0 days 00:00:00.000061000
636200,7,1,1720,1,0 days 00:00:00.000029000
636200,12,1,1720,1,0 days 00:00:00.000029000
506120,6,4,1720,1,0 days 00:00:00.000060000
506120,7,4,1720,1,0 days 00:00:00.000029000
506120,12,4,1720,1,0 days 00:00:00.000029000
472136,6,16,1720,1,0 days 00:00:00.000074000
472136,7,16,1720,1,0 days 00:00:00.000026000
472136,12,16,1720,1,0 days 00:00:00.000028000
463432,6,64,1720,1,0 days 00:00:00.000186000
463432,7,64,1720,1,0 days 00:00:00.000030000
463432,12,64,1720,1,0 days 00:00:00.000029000
461336,6,256,1720,1,0 days 00:00:00.000722000
461336,7,256,1720,1,0 days 00:00:00.000029000
461336,12,256,1720,1,0 days 00:00:00.000028000
247784,6,1,1720,8,0 days 00:00:00.000056000
247784,7,1,1720,8,0 days 00:00:00.000039000
247784,12,1,1720,8,0 days 00:00:00.000040000
117704,6,4,1720,8,0 days 00:00:00.000096000
117704,7,4,1720,8,0 days 00:00:00.000040000
117704,12,4,1720,8,0 days 00:00:00.000040000
83720,6,16,1720,8,0 days 00:00:00.000118000
83720,7,16,1720,8,0 days 00:00:00.000041000
83720,12,16,1720,8,0 days 00:00:00.000041000
75016,6,64,1720,8,0 days 00:00:00.000237000
75016,7,64,1720,8,0 days 00:00:00.000039000
75016,12,64,1720,8,0 days 00:00:00.000040000
72920,6,256,1720,8,0 days 00:00:00.001089000
72920,7,256,1720,8,0 days 00:00:00.000038000
72920,12,256,1720,8,0 days 00:00:00.000040000
197856,6,1,1720,32,0 days 00:00:00.000075000
197856,7,1,1720,32,0 days 00:00:00.000044000
197856,12,1,1720,32,0 days 00:00:00.000049000
67776,6,4,1720,32,0 days 00:00:00.000096000
67776,7,4,1720,32,0 days 00:00:00.000045000
67776,12,4,1720,32,0 days 00:00:00.000048000
33792,6,16,1720,32,0 days 00:00:00.000127000
33792,7,16,1720,32,0 days 00:00:00.000044000
33792,12,16,1720,32,0 days 00:00:00.000048000
25088,6,64,1720,32,0 days 00:00:00.000290000
25088,7,64,1720,32,0 days 00:00:00.000043000
25088,12,64,1720,32,0 days 00:00:00.000051000
22992,6,256,1720,32,0 days 00:00:00.001307000
22992,7,256,1720,32,0 days 00:00:00.000044000
22992,12,256,1720,32,0 days 00:00:00.000048000
183504,6,1,1720,128,0 days 00:00:00.000085000
183504,7,1,1720,128,0 days 00:00:00.000051000
183504,12,1,1720,128,0 days 00:00:00.000060000
53424,6,4,1720,128,0 days 00:00:00.000109000
53424,7,4,1720,128,0 days 00:00:00.000050000
53424,12,4,1720,128,0 days 00:00:00.000060000
19440,6,16,1720,128,0 days 00:00:00.000165000
19440,7,16,1720,128,0 days 00:00:00.000051000
19440,12,16,1720,128,0 days 00:00:00.000059000
10736,6,64,1720,128,0 days 00:00:00.000379000
10736,7,64,1720,128,0 days 00:00:00.000051000
10736,12,64,1720,128,0 days 00:00:00.000060000
8640,6,256,1720,128,0 days 00:00:00.001815000
8640,7,256,1720,128,0 days 00:00:00.000052000
8640,12,256,1720,128,0 days 00:00:00.000059000
179760,6,1,1720,512,0 days 00:00:00.000111000
179760,7,1,1720,512,0 days 00:00:00.000104000
179760,12,1,1720,512,0 days 00:00:00.000112000
49680,6,4,1720,512,0 days 00:00:00.000139000
49680,7,4,1720,512,0 days 00:00:00.000102000
49680,12,4,1720,512,0 days 00:00:00.000112000
15696,6,16,1720,512,0 days 00:00:00.000259000
15696,7,16,1720,512,0 days 00:00:00.000102000
15696,12,16,1720,512,0 days 00:00:00.000113000
6992,6,64,1720,512,0 days 00:00:00.000690000
6992,7,64,1720,512,0 days 00:00:00.000104000
6992,12,64,1720,512,0 days 00:00:00.000113000
4896,6,256,1720,512,0 days 00:00:00.003716000
4896,7,256,1720,512,0 days 00:00:00.000103000
4896,12,256,1720,512,0 days 00:00:00.000111000
172536,6,1,496,1,0 days 00:00:00.000049000
172536,7,1,496,1,0 days 00:00:00.000021000
172536,12,1,496,1,0 days 00:00:00.000022000
142488,6,4,496,1,0 days 00:00:00.000046000
142488,7,4,496,1,0 days 00:00:00.000020000
142488,12,4,496,1,0 days 00:00:00.000022000
133624,6,16,496,1,0 days 00:00:00.000042000
133624,7,16,496,1,0 days 00:00:00.000020000
133624,12,16,496,1,0 days 00:00:00.000022000
131368,6,64,496,1,0 days 00:00:00.000031000
131368,7,64,496,1,0 days 00:00:00.000019000
131368,12,64,496,1,0 days 00:00:00.000022000
130856,6,256,496,1,0 days 00:00:00.000031000
130856,7,256,496,1,0 days 00:00:00.000020000
130856,12,256,496,1,0 days 00:00:00.000022000
63080,6,1,496,8,0 days 00:00:00.000051000
63080,7,1,496,8,0 days 00:00:00.000025000
63080,12,1,496,8,0 days 00:00:00.000031000
33032,6,4,496,8,0 days 00:00:00.000061000
33032,7,4,496,8,0 days 00:00:00.000026000
33032,12,4,496,8,0 days 00:00:00.000031000
24168,6,16,496,8,0 days 00:00:00.000052000
24168,7,16,496,8,0 days 00:00:00.000025000
24168,12,16,496,8,0 days 00:00:00.000031000
21912,6,64,496,8,0 days 00:00:00.000054000
21912,7,64,496,8,0 days 00:00:00.000026000
21912,12,64,496,8,0 days 00:00:00.000031000
21400,6,256,496,8,0 days 00:00:00.000050000
21400,7,256,496,8,0 days 00:00:00.000026000
21400,12,256,496,8,0 days 00:00:00.000030000
49160,6,1,496,32,0 days 00:00:00.000061000
49160,7,1,496,32,0 days 00:00:00.000028000
49160,12,1,496,32,0 days 00:00:00.000032000
19112,6,4,496,32,0 days 00:00:00.000052000
19112,7,4,496,32,0 days 00:00:00.000028000
19112,12,4,496,32,0 days 00:00:00.000033000
10248,6,16,496,32,0 days 00:00:00.000055000
10248,7,16,496,32,0 days 00:00:00.000027000
10248,12,16,496,32,0 days 00:00:00.000032000
7992,6,64,496,32,0 days 00:00:00.000057000
7992,7,64,496,32,0 days 00:00:00.000028000
7992,12,64,496,32,0 days 00:00:00.000032000
7480,6,256,496,32,0 days 00:00:00.000056000
7480,7,256,496,32,0 days 00:00:00.000047000
7480,12,256,496,32,0 days 00:00:00.000033000
44872,6,1,496,128,0 days 00:00:00.000074000
44872,7,1,496,128,0 days 00:00:00.000036000
44872,12,1,496,128,0 days 00:00:00.000042000
14824,6,4,496,128,0 days 00:00:00.000073000
14824,7,4,496,128,0 days 00:00:00.000036000
14824,12,4,496,128,0 days 00:00:00.000041000
5960,6,16,496,128,0 days 00:00:00.000073000
5960,7,16,496,128,0 days 00:00:00.000036000
5960,12,16,496,128,0 days 00:00:00.000042000
3704,6,64,496,128,0 days 00:00:00.000074000
3704,7,64,496,128,0 days 00:00:00.000036000
3704,12,64,496,128,0 days 00:00:00.000041000
3192,6,256,496,128,0 days 00:00:00.000074000
3192,7,256,496,128,0 days 00:00:00.000036000
3192,12,256,496,128,0 days 00:00:00.000041000
43800,6,1,496,512,0 days 00:00:00.000172000
43800,7,1,496,512,0 days 00:00:00.000096000
43800,12,1,496,512,0 days 00:00:00.000111000
13752,6,4,496,512,0 days 00:00:00.000190000
13752,7,4,496,512,0 days 00:00:00.000097000
13752,12,4,496,512,0 days 00:00:00.000112000
4888,6,16,496,512,0 days 00:00:00.000165000
4888,7,16,496,512,0 days 00:00:00.000096000
4888,12,16,496,512,0 days 00:00:00.000112000
2632,6,64,496,512,0 days 00:00:00.000163000
2632,7,64,496,512,0 days 00:00:00.000096000
2632,12,64,496,512,0 days 00:00:00.000112000
2120,6,256,496,512,0 days 00:00:00.000164000
2120,7,256,496,512,0 days 00:00:00.000096000
2120,12,256,496,512,0 days 00:00:00.000111000
412880,6,1,1180,1,0 days 00:00:00.000058000
412880,7,1,1180,1,0 days 00:00:00.000033000
412880,12,1,1180,1,0 days 00:00:00.000026000
336240,6,4,1180,1,0 days 00:00:00.000068000
336240,7,4,1180,1,0 days 00:00:00.000032000
336240,12,4,1180,1,0 days 00:00:00.000027000
315632,6,16,1180,1,0 days 00:00:00.000090000
315632,7,16,1180,1,0 days 00:00:00.000032000
315632,12,16,1180,1,0 days 00:00:00.000025000
310480,6,64,1180,1,0 days 00:00:00.000090000
310480,7,64,1180,1,0 days 00:00:00.000033000
310480,12,64,1180,1,0 days 00:00:00.000025000
309176,6,256,1180,1,0 days 00:00:00.000194000
309176,7,256,1180,1,0 days 00:00:00.000031000
309176,12,256,1180,1,0 days 00:00:00.000024000
152536,6,1,1180,8,0 days 00:00:00.000058000
152536,7,1,1180,8,0 days 00:00:00.000044000
152536,12,1,1180,8,0 days 00:00:00.000035000
75896,6,4,1180,8,0 days 00:00:00.000062000
75896,7,4,1180,8,0 days 00:00:00.000043000
75896,12,4,1180,8,0 days 00:00:00.000034000
55288,6,16,1180,8,0 days 00:00:00.000095000
55288,7,16,1180,8,0 days 00:00:00.000044000
55288,12,16,1180,8,0 days 00:00:00.000035000
50136,6,64,1180,8,0 days 00:00:00.000096000
50136,7,64,1180,8,0 days 00:00:00.000044000
50136,12,64,1180,8,0 days 00:00:00.000035000
48832,6,256,1180,8,0 days 00:00:00.000267000
48832,7,256,1180,8,0 days 00:00:00.000044000
48832,12,256,1180,8,0 days 00:00:00.000035000
119416,6,1,1180,32,0 days 00:00:00.000059000
119416,7,1,1180,32,0 days 00:00:00.000047000
119416,12,1,1180,32,0 days 00:00:00.000040000
42776,6,4,1180,32,0 days 00:00:00.000069000
42776,7,4,1180,32,0 days 00:00:00.000048000
42776,12,4,1180,32,0 days 00:00:00.000040000
22168,6,16,1180,32,0 days 00:00:00.000105000
22168,7,16,1180,32,0 days 00:00:00.000047000
22168,12,16,1180,32,0 days 00:00:00.000040000
17016,6,64,1180,32,0 days 00:00:00.000108000
17016,7,64,1180,32,0 days 00:00:00.000047000
17016,12,64,1180,32,0 days 00:00:00.000042000
15712,6,256,1180,32,0 days 00:00:00.000314000
15712,7,256,1180,32,0 days 00:00:00.000048000
15712,12,256,1180,32,0 days 00:00:00.000041000
110072,6,1,1180,128,0 days 00:00:00.000065000
110072,7,1,1180,128,0 days 00:00:00.000060000
110072,12,1,1180,128,0 days 00:00:00.000050000
33432,6,4,1180,128,0 days 00:00:00.000076000
33432,7,4,1180,128,0 days 00:00:00.000059000
33432,12,4,1180,128,0 days 00:00:00.000050000
12824,6,16,1180,128,0 days 00:00:00.000132000
12824,7,16,1180,128,0 days 00:00:00.000059000
12824,12,16,1180,128,0 days 00:00:00.000051000
7672,6,64,1180,128,0 days 00:00:00.000132000
7672,7,64,1180,128,0 days 00:00:00.000060000
7672,12,64,1180,128,0 days 00:00:00.000050000
6368,6,256,1180,128,0 days 00:00:00.000411000
6368,7,256,1180,128,0 days 00:00:00.000060000
6368,12,256,1180,128,0 days 00:00:00.000050000
107432,6,1,1180,512,0 days 00:00:00.000114000
107432,7,1,1180,512,0 days 00:00:00.000079000
107432,12,1,1180,512,0 days 00:00:00.000079000
30792,6,4,1180,512,0 days 00:00:00.000155000
30792,7,4,1180,512,0 days 00:00:00.000079000
30792,12,4,1180,512,0 days 00:00:00.000079000
10184,6,16,1180,512,0 days 00:00:00.000256000
10184,7,16,1180,512,0 days 00:00:00.000079000
10184,12,16,1180,512,0 days 00:00:00.000078000
5032,6,64,1180,512,0 days 00:00:00.000236000
5032,7,64,1180,512,0 days 00:00:00.000079000
5032,12,64,1180,512,0 days 00:00:00.000078000
3728,6,256,1180,512,0 days 00:00:00.000808000
3728,7,256,1180,512,0 days 00:00:00.000080000
3728,12,256,1180,512,0 days 00:00:00.000078000
1667632,6,1,4492,1,0 days 00:00:00.000060000
1667632,7,1,4492,1,0 days 00:00:00.000030000
1667632,12,1,4492,1,0 days 00:00:00.000029000
1349040,6,4,4492,1,0 days 00:00:00.000053000
1349040,7,4,4492,1,0 days 00:00:00.000029000
1349040,12,4,4492,1,0 days 00:00:00.000030000
1268112,6,16,4492,1,0 days 00:00:00.000043000
1268112,7,16,4492,1,0 days 00:00:00.000028000
1268112,12,16,4492,1,0 days 00:00:00.000029000
1247632,6,64,4492,1,0 days 00:00:00.000041000
1247632,7,64,4492,1,0 days 00:00:00.000027000
1247632,12,64,4492,1,0 days 00:00:00.000028000
1242608,6,256,4492,1,0 days 00:00:00.000040000
1242608,7,256,4492,1,0 days 00:00:00.000028000
1242608,12,256,4492,1,0 days 00:00:00.000028000
625624,6,1,4492,8,0 days 00:00:00.000062000
625624,7,1,4492,8,0 days 00:00:00.000039000
625624,12,1,4492,8,0 days 00:00:00.000039000
307032,6,4,4492,8,0 days 00:00:00.000056000
307032,7,4,4492,8,0 days 00:00:00.000039000
307032,12,4,4492,8,0 days 00:00:00.000039000
226104,6,16,4492,8,0 days 00:00:00.000066000
226104,7,16,4492,8,0 days 00:00:00.000040000
226104,12,16,4492,8,0 days 00:00:00.000039000
205624,6,64,4492,8,0 days 00:00:00.000055000
205624,7,64,4492,8,0 days 00:00:00.000040000
205624,12,64,4492,8,0 days 00:00:00.000039000
200600,6,256,4492,8,0 days 00:00:00.000053000
200600,7,256,4492,8,0 days 00:00:00.000039000
200600,12,256,4492,8,0 days 00:00:00.000040000
484024,6,1,4492,32,0 days 00:00:00.000067000
484024,7,1,4492,32,0 days 00:00:00.000041000
484024,12,1,4492,32,0 days 00:00:00.000047000
165432,6,4,4492,32,0 days 00:00:00.000062000
165432,7,4,4492,32,0 days 00:00:00.000040000
165432,12,4,4492,32,0 days 00:00:00.000048000
84504,6,16,4492,32,0 days 00:00:00.000075000
84504,7,16,4492,32,0 days 00:00:00.000041000
84504,12,16,4492,32,0 days 00:00:00.000049000
64024,6,64,4492,32,0 days 00:00:00.000060000
64024,7,64,4492,32,0 days 00:00:00.000040000
64024,12,64,4492,32,0 days 00:00:00.000049000
59000,6,256,4492,32,0 days 00:00:00.000070000
59000,7,256,4492,32,0 days 00:00:00.000042000
59000,12,256,4492,32,0 days 00:00:00.000048000
445752,6,1,4492,128,0 days 00:00:00.000085000
445752,7,1,4492,128,0 days 00:00:00.000060000
445752,12,1,4492,128,0 days 00:00:00.000066000
127160,6,4,4492,128,0 days 00:00:00.000083000
127160,7,4,4492,128,0 days 00:00:00.000059000
127160,12,4,4492,128,0 days 00:00:00.000065000
46232,6,16,4492,128,0 days 00:00:00.000080000
46232,7,16,4492,128,0 days 00:00:00.000059000
46232,12,16,4492,128,0 days 00:00:00.000065000
25752,6,64,4492,128,0 days 00:00:00.000076000
25752,7,64,4492,128,0 days 00:00:00.000058000
25752,12,64,4492,128,0 days 00:00:00.000066000
20728,6,256,4492,128,0 days 00:00:00.000089000
20728,7,256,4492,128,0 days 00:00:00.000060000
20728,12,256,4492,128,0 days 00:00:00.000065000
435608,6,1,4492,512,0 days 00:00:00.000135000
435608,7,1,4492,512,0 days 00:00:00.000105000
435608,12,1,4492,512,0 days 00:00:00.000148000
117016,6,4,4492,512,0 days 00:00:00.000136000
117016,7,4,4492,512,0 days 00:00:00.000105000
117016,12,4,4492,512,0 days 00:00:00.000147000
36088,6,16,4492,512,0 days 00:00:00.000134000
36088,7,16,4492,512,0 days 00:00:00.000106000
36088,12,16,4492,512,0 days 00:00:00.000148000
15608,6,64,4492,512,0 days 00:00:00.000130000
15608,7,64,4492,512,0 days 00:00:00.000105000
15608,12,64,4492,512,0 days 00:00:00.000147000
10584,6,256,4492,512,0 days 00:00:00.000125000
10584,7,256,4492,512,0 days 00:00:00.000106000
10584,12,256,4492,512,0 days 00:00:00.000149000
1546072,6,1,4144,1,0 days 00:00:00.000055000
1546072,7,1,4144,1,0 days 00:00:00.000028000
1546072,12,1,4144,1,0 days 00:00:00.000030000
1244248,6,4,4144,1,0 days 00:00:00.000044000
1244248,7,4,4144,1,0 days 00:00:00.000027000
1244248,12,4,4144,1,0 days 00:00:00.000028000
1167352,6,16,4144,1,0 days 00:00:00.000054000
1167352,7,16,4144,1,0 days 00:00:00.000028000
1167352,12,16,4144,1,0 days 00:00:00.000029000
1147960,6,64,4144,1,0 days 00:00:00.000040000
1147960,7,64,4144,1,0 days 00:00:00.000027000
1147960,12,64,4144,1,0 days 00:00:00.000029000
1143256,6,256,4144,1,0 days 00:00:00.000039000
1143256,7,256,4144,1,0 days 00:00:00.000026000
1143256,12,256,4144,1,0 days 00:00:00.000028000
586784,6,1,4144,8,0 days 00:00:00.000059000
586784,7,1,4144,8,0 days 00:00:00.000038000
586784,12,1,4144,8,0 days 00:00:00.000040000
284960,6,4,4144,8,0 days 00:00:00.000064000
284960,7,4,4144,8,0 days 00:00:00.000040000
284960,12,4,4144,8,0 days 00:00:00.000040000
208064,6,16,4144,8,0 days 00:00:00.000073000
208064,7,16,4144,8,0 days 00:00:00.000041000
208064,12,16,4144,8,0 days 00:00:00.000041000
188672,6,64,4144,8,0 days 00:00:00.000071000
188672,7,64,4144,8,0 days 00:00:00.000041000
188672,12,64,4144,8,0 days 00:00:00.000041000
183968,6,256,4144,8,0 days 00:00:00.000057000
183968,7,256,4144,8,0 days 00:00:00.000040000
183968,12,256,4144,8,0 days 00:00:00.000040000
457488,6,1,4144,32,0 days 00:00:00.000072000
457488,7,1,4144,32,0 days 00:00:00.000044000
457488,12,1,4144,32,0 days 00:00:00.000048000
155664,6,4,4144,32,0 days 00:00:00.000062000
155664,7,4,4144,32,0 days 00:00:00.000044000
155664,12,4,4144,32,0 days 00:00:00.000066000
78768,6,16,4144,32,0 days 00:00:00.000060000
78768,7,16,4144,32,0 days 00:00:00.000044000
78768,12,16,4144,32,0 days 00:00:00.000048000
59376,6,64,4144,32,0 days 00:00:00.000075000
59376,7,64,4144,32,0 days 00:00:00.000044000
59376,12,64,4144,32,0 days 00:00:00.000049000
54672,6,256,4144,32,0 days 00:00:00.000059000
54672,7,256,4144,32,0 days 00:00:00.000043000
54672,12,256,4144,32,0 days 00:00:00.000048000
421944,6,1,4144,128,0 days 00:00:00.000071000
421944,7,1,4144,128,0 days 00:00:00.000053000
421944,12,1,4144,128,0 days 00:00:00.000061000
120120,6,4,4144,128,0 days 00:00:00.000071000
120120,7,4,4144,128,0 days 00:00:00.000053000
120120,12,4,4144,128,0 days 00:00:00.000062000
43224,6,16,4144,128,0 days 00:00:00.000067000
43224,7,16,4144,128,0 days 00:00:00.000053000
43224,12,16,4144,128,0 days 00:00:00.000061000
23832,6,64,4144,128,0 days 00:00:00.000080000
23832,7,64,4144,128,0 days 00:00:00.000054000
23832,12,64,4144,128,0 days 00:00:00.000061000
19128,6,256,4144,128,0 days 00:00:00.000070000
19128,7,256,4144,128,0 days 00:00:00.000053000
19128,12,256,4144,128,0 days 00:00:00.000060000
412992,6,1,4144,512,0 days 00:00:00.000119000
412992,7,1,4144,512,0 days 00:00:00.000078000
412992,12,1,4144,512,0 days 00:00:00.000087000
111168,6,4,4144,512,0 days 00:00:00.000136000
111168,7,4,4144,512,0 days 00:00:00.000078000
111168,12,4,4144,512,0 days 00:00:00.000085000
34272,6,16,4144,512,0 days 00:00:00.000129000
34272,7,16,4144,512,0 days 00:00:00.000078000
34272,12,16,4144,512,0 days 00:00:00.000084000
14880,6,64,4144,512,0 days 00:00:00.000117000
14880,7,64,4144,512,0 days 00:00:00.000077000
14880,12,64,4144,512,0 days 00:00:00.000085000
10176,6,256,4144,512,0 days 00:00:00.000119000
10176,7,256,4144,512,0 days 00:00:00.000077000
10176,12,256,4144,512,0 days 00:00:00.000085000
1442944,6,1,3838,1,0 days 00:00:00.000064000
1442944,7,1,3838,1,0 days 00:00:00.000033000
1442944,12,1,3838,1,0 days 00:00:00.000030000
1155968,6,4,3838,1,0 days 00:00:00.000058000
1155968,7,4,3838,1,0 days 00:00:00.000031000
1155968,12,4,3838,1,0 days 00:00:00.000028000
1082592,6,16,3838,1,0 days 00:00:00.000094000
1082592,7,16,3838,1,0 days 00:00:00.000033000
1082592,12,16,3838,1,0 days 00:00:00.000028000
1064096,6,64,3838,1,0 days 00:00:00.000182000
1064096,7,64,3838,1,0 days 00:00:00.000032000
1064096,12,64,3838,1,0 days 00:00:00.000029000
1059584,6,256,3838,1,0 days 00:00:00.000410000
1059584,7,256,3838,1,0 days 00:00:00.000032000
1059584,12,256,3838,1,0 days 00:00:00.000029000
555048,6,1,3838,8,0 days 00:00:00.000077000
555048,7,1,3838,8,0 days 00:00:00.000045000
555048,12,1,3838,8,0 days 00:00:00.000043000
268072,6,4,3838,8,0 days 00:00:00.000077000
268072,7,4,3838,8,0 days 00:00:00.000044000
268072,12,4,3838,8,0 days 00:00:00.000043000
194696,6,16,3838,8,0 days 00:00:00.000135000
194696,7,16,3838,8,0 days 00:00:00.000048000
194696,12,16,3838,8,0 days 00:00:00.000044000
176200,6,64,3838,8,0 days 00:00:00.000282000
176200,7,64,3838,8,0 days 00:00:00.000048000
176200,12,64,3838,8,0 days 00:00:00.000044000
171688,6,256,3838,8,0 days 00:00:00.000608000
171688,7,256,3838,8,0 days 00:00:00.000046000
171688,12,256,3838,8,0 days 00:00:00.000043000
434120,6,1,3838,32,0 days 00:00:00.000064000
434120,7,1,3838,32,0 days 00:00:00.000048000
434120,12,1,3838,32,0 days 00:00:00.000047000
147144,6,4,3838,32,0 days 00:00:00.000085000
147144,7,4,3838,32,0 days 00:00:00.000048000
147144,12,4,3838,32,0 days 00:00:00.000047000
73768,6,16,3838,32,0 days 00:00:00.000129000
73768,7,16,3838,32,0 days 00:00:00.000048000
73768,12,16,3838,32,0 days 00:00:00.000052000
55272,6,64,3838,32,0 days 00:00:00.000304000
55272,7,64,3838,32,0 days 00:00:00.000049000
55272,12,64,3838,32,0 days 00:00:00.000047000
50760,6,256,3838,32,0 days 00:00:00.000686000
50760,7,256,3838,32,0 days 00:00:00.000067000
50760,12,256,3838,32,0 days 00:00:00.000048000
400976,6,1,3838,128,0 days 00:00:00.000096000
400976,7,1,3838,128,0 days 00:00:00.000069000
400976,12,1,3838,128,0 days 00:00:00.000067000
114000,6,4,3838,128,0 days 00:00:00.000116000
114000,7,4,3838,128,0 days 00:00:00.000069000
114000,12,4,3838,128,0 days 00:00:00.000070000
40624,6,16,3838,128,0 days 00:00:00.000153000
40624,7,16,3838,128,0 days 00:00:00.000069000
40624,12,16,3838,128,0 days 00:00:00.000066000
22128,6,64,3838,128,0 days 00:00:00.000367000
22128,7,64,3838,128,0 days 00:00:00.000069000
22128,12,64,3838,128,0 days 00:00:00.000066000
17616,6,256,3838,128,0 days 00:00:00.000943000
17616,7,256,3838,128,0 days 00:00:00.000068000
17616,12,256,3838,128,0 days 00:00:00.000067000
392664,6,1,3838,512,0 days 00:00:00.000146000
392664,7,1,3838,512,0 days 00:00:00.000151000
392664,12,1,3838,512,0 days 00:00:00.000133000
105688,6,4,3838,512,0 days 00:00:00.000193000
105688,7,4,3838,512,0 days 00:00:00.000151000
105688,12,4,3838,512,0 days 00:00:00.000132000
32312,6,16,3838,512,0 days 00:00:00.000294000
32312,7,16,3838,512,0 days 00:00:00.000151000
32312,12,16,3838,512,0 days 00:00:00.000133000
13816,6,64,3838,512,0 days 00:00:00.000752000
13816,7,64,3838,512,0 days 00:00:00.000168000
13816,12,64,3838,512,0 days 00:00:00.000134000
9304,6,256,3838,512,0 days 00:00:00.001947000
9304,7,256,3838,512,0 days 00:00:00.000169000
9304,12,256,3838,512,0 days 00:00:00.000133000
1512704,6,1,4045,1,0 days 00:00:00.000056000
1512704,7,1,4045,1,0 days 00:00:00.000034000
1512704,12,1,4045,1,0 days 00:00:00.000032000
1215680,6,4,4045,1,0 days 00:00:00.000062000
1215680,7,4,4045,1,0 days 00:00:00.000033000
1215680,12,4,4045,1,0 days 00:00:00.000032000
1140000,6,16,4045,1,0 days 00:00:00.000121000
1140000,7,16,4045,1,0 days 00:00:00.000032000
1140000,12,16,4045,1,0 days 00:00:00.000032000
1120864,6,64,4045,1,0 days 00:00:00.000121000
1120864,7,64,4045,1,0 days 00:00:00.000031000
1120864,12,64,4045,1,0 days 00:00:00.000031000
1116160,6,256,4045,1,0 days 00:00:00.000887000
1116160,7,256,4045,1,0 days 00:00:00.000032000
1116160,12,256,4045,1,0 days 00:00:00.000031000
576024,6,1,4045,8,0 days 00:00:00.000060000
576024,7,1,4045,8,0 days 00:00:00.000046000
576024,12,1,4045,8,0 days 00:00:00.000047000
279000,6,4,4045,8,0 days 00:00:00.000082000
279000,7,4,4045,8,0 days 00:00:00.000046000
279000,12,4,4045,8,0 days 00:00:00.000049000
203320,6,16,4045,8,0 days 00:00:00.000141000
203320,7,16,4045,8,0 days 00:00:00.000045000
203320,12,16,4045,8,0 days 00:00:00.000047000
184184,6,64,4045,8,0 days 00:00:00.000211000
184184,7,64,4045,8,0 days 00:00:00.000048000
184184,12,64,4045,8,0 days 00:00:00.000048000
179480,6,256,4045,8,0 days 00:00:00.001308000
179480,7,256,4045,8,0 days 00:00:00.000047000
179480,12,256,4045,8,0 days 00:00:00.000047000
449528,6,1,4045,32,0 days 00:00:00.000067000
449528,7,1,4045,32,0 days 00:00:00.000052000
449528,12,1,4045,32,0 days 00:00:00.000055000
152504,6,4,4045,32,0 days 00:00:00.000075000
152504,7,4,4045,32,0 days 00:00:00.000051000
152504,12,4,4045,32,0 days 00:00:00.000055000
76824,6,16,4045,32,0 days 00:00:00.000181000
76824,7,16,4045,32,0 days 00:00:00.000053000
76824,12,16,4045,32,0 days 00:00:00.000060000
57688,6,64,4045,32,0 days 00:00:00.000205000
57688,7,64,4045,32,0 days 00:00:00.000053000
57688,12,64,4045,32,0 days 00:00:00.000055000
52984,6,256,4045,32,0 days 00:00:00.001457000
52984,7,256,4045,32,0 days 00:00:00.000051000
52984,12,256,4045,32,0 days 00:00:00.000055000
415136,6,1,4045,128,0 days 00:00:00.000074000
415136,7,1,4045,128,0 days 00:00:00.000062000
415136,12,1,4045,128,0 days 00:00:00.000069000
118112,6,4,4045,128,0 days 00:00:00.000097000
118112,7,4,4045,128,0 days 00:00:00.000061000
118112,12,4,4045,128,0 days 00:00:00.000069000
42432,6,16,4045,128,0 days 00:00:00.000198000
42432,7,16,4045,128,0 days 00:00:00.000062000
42432,12,16,4045,128,0 days 00:00:00.000069000
23296,6,64,4045,128,0 days 00:00:00.000267000
23296,7,64,4045,128,0 days 00:00:00.000061000
23296,12,64,4045,128,0 days 00:00:00.000069000
18592,6,256,4045,128,0 days 00:00:00.002081000
18592,7,256,4045,128,0 days 00:00:00.000062000
18592,12,256,4045,128,0 days 00:00:00.000069000
406120,6,1,4045,512,0 days 00:00:00.000113000
406120,7,1,4045,512,0 days 00:00:00.000111000
406120,12,1,4045,512,0 days 00:00:00.000132000
109096,6,4,4045,512,0 days 00:00:00.000147000
109096,7,4,4045,512,0 days 00:00:00.000111000
109096,12,4,4045,512,0 days 00:00:00.000133000
33416,6,16,4045,512,0 days 00:00:00.000396000
33416,7,16,4045,512,0 days 00:00:00.000112000
