mem,p_len,sa_factor,t_len,tally_factor,time
47416,8,1,529,128,0 days 00:00:00.000052000
47416,13,1,529,128,0 days 00:00:00.000060000
15864,7,4,529,128,0 days 00:00:00.000054000
15864,8,4,529,128,0 days 00:00:00.000052000
15864,13,4,529,128,0 days 00:00:00.000059000
6552,7,16,529,128,0 days 00:00:00.000053000
6552,8,16,529,128,0 days 00:00:00.000051000
6552,13,16,529,128,0 days 00:00:00.000059000
4200,7,64,529,128,0 days 00:00:00.000053000
4200,8,64,529,128,0 days 00:00:00.000052000
4200,13,64,529,128,0 days 00:00:00.000058000
3688,7,256,529,128,0 days 00:00:00.000053000
3688,8,256,529,128,0 days 00:00:00.000051000
3688,13,256,529,128,0 days 00:00:00.000059000
46312,7,1,529,512,0 days 00:00:00.000101000
46312,8,1,529,512,0 days 00:00:00.000108000
46312,13,1,529,512,0 days 00:00:00.000126000
14760,7,4,529,512,0 days 00:00:00.000116000
14760,8,4,529,512,0 days 00:00:00.000108000
14760,13,4,529,512,0 days 00:00:00.000127000
5448,7,16,529,512,0 days 00:00:00.000097000
5448,8,16,529,512,0 days 00:00:00.000108000
5448,13,16,529,512,0 days 00:00:00.000126000
3096,7,64,529,512,0 days 00:00:00.000101000
3096,8,64,529,512,0 days 00:00:00.000107000
3096,13,64,529,512,0 days 00:00:00.000126000
2584,7,256,529,512,0 days 00:00:00.000096000
2584,8,256,529,512,0 days 00:00:00.000107000
2584,13,256,529,512,0 days 00:00:00.000127000
192728,7,1,562,1,0 days 00:00:00.000034000
192728,8,1,562,1,0 days 00:00:00.000026000
192728,13,1,562,1,0 days 00:00:00.000028000
159640,7,4,562,1,0 days 00:00:00.000038000
159640,8,4,562,1,0 days 00:00:00.000028000
159640,13,4,562,1,0 days 00:00:00.000028000
149880,7,16,562,1,0 days 00:00:00.000032000
149880,8,16,562,1,0 days 00:00:00.000026000
149880,13,16,562,1,0 days 00:00:00.000028000
147400,7,64,562,1,0 days 00:00:00.000031000
147400,8,64,562,1,0 days 00:00:00.000026000
147400,13,64,562,1,0 days 00:00:00.000027000
146888,7,256,562,1,0 days 00:00:00.000031000
146888,8,256,562,1,0 days 00:00:00.000026000
146888,13,256,562,1,0 days 00:00:00.000028000
69816,7,1,562,8,0 days 00:00:00.000042000
69816,8,1,562,8,0 days 00:00:00.000037000
69816,13,1,562,8,0 days 00:00:00.000042000
36728,7,4,562,8,0 days 00:00:00.000042000
36728,8,4,562,8,0 days 00:00:00.000037000
36728,13,4,562,8,0 days 00:00:00.000042000
26968,7,16,562,8,0 days 00:00:00.000041000
26968,8,16,562,8,0 days 00:00:00.000037000
26968,13,16,562,8,0 days 00:00:00.000042000
24488,7,64,562,8,0 days 00:00:00.000040000
24488,8,64,562,8,0 days 00:00:00.000037000
24488,13,64,562,8,0 days 00:00:00.000042000
23976,7,256,562,8,0 days 00:00:00.000041000
23976,8,256,562,8,0 days 00:00:00.000037000
23976,13,256,562,8,0 days 00:00:00.000042000
54288,7,1,562,32,0 days 00:00:00.000061000
54288,8,1,562,32,0 days 00:00:00.000041000
54288,13,1,562,32,0 days 00:00:00.000045000
21200,7,4,562,32,0 days 00:00:00.000045000
21200,8,4,562,32,0 days 00:00:00.000040000
21200,13,4,562,32,0 days 00:00:00.000045000
11440,7,16,562,32,0 days 00:00:00.000043000
11440,8,16,562,32,0 days 00:00:00.000039000
11440,13,16,562,32,0 days 00:00:00.000046000
8960,7,64,562,32,0 days 00:00:00.000044000
8960,8,64,562,32,0 days 00:00:00.000039000
8960,13,64,562,32,0 days 00:00:00.000045000
8448,7,256,562,32,0 days 00:00:00.000043000
8448,8,256,562,32,0 days 00:00:00.000039000
8448,13,256,562,32,0 days 00:00:00.000045000
49592,7,1,562,128,0 days 00:00:00.000053000
49592,8,1,562,128,0 days 00:00:00.000052000
49592,13,1,562,128,0 days 00:00:00.000068000
16504,7,4,562,128,0 days 00:00:00.000053000
16504,8,4,562,128,0 days 00:00:00.000052000
16504,13,4,562,128,0 days 00:00:00.000061000
6744,7,16,562,128,0 days 00:00:00.000052000
6744,8,16,562,128,0 days 00:00:00.000051000
6744,13,16,562,128,0 days 00:00:00.000062000
4264,7,64,562,128,0 days 00:00:00.000052000
4264,8,64,562,128,0 days 00:00:00.000051000
4264,13,64,562,128,0 days 00:00:00.000062000
3752,7,256,562,128,0 days 00:00:00.000051000
3752,8,256,562,128,0 days 00:00:00.000051000
3752,13,256,562,128,0 days 00:00:00.000062000
48456,7,1,562,512,0 days 00:00:00.000096000
48456,8,1,562,512,0 days 00:00:00.000105000
48456,13,1,562,512,0 days 00:00:00.000126000
15368,7,4,562,512,0 days 00:00:00.000096000
15368,8,4,562,512,0 days 00:00:00.000106000
15368,13,4,562,512,0 days 00:00:00.000126000
5608,7,16,562,512,0 days 00:00:00.000097000
5608,8,16,562,512,0 days 00:00:00.000105000
5608,13,16,562,512,0 days 00:00:00.000126000
3128,7,64,562,512,0 days 00:00:00.000096000
3128,8,64,562,512,0 days 00:00:00.000105000
3128,13,64,562,512,0 days 00:00:00.000126000
2616,7,256,562,512,0 days 00:00:00.000095000
2616,8,256,562,512,0 days 00:00:00.000105000
2616,13,256,562,512,0 days 00:00:00.000125000
188840,7,1,550,1,0 days 00:00:00.000033000
188840,8,1,550,1,0 days 00:00:00.000027000
188840,13,1,550,1,0 days 00:00:00.000027000
156296,7,4,550,1,0 days 00:00:00.000031000
156296,8,4,550,1,0 days 00:00:00.000026000
156296,13,4,550,1,0 days 00:00:00.000028000
146728,7,16,550,1,0 days 00:00:00.000030000
146728,8,16,550,1,0 days 00:00:00.000026000
146728,13,16,550,1,0 days 00:00:00.000028000
144280,7,64,550,1,0 days 00:00:00.000030000
144280,8,64,550,1,0 days 00:00:00.000026000
144280,13,64,550,1,0 days 00:00:00.000028000
143768,7,256,550,1,0 days 00:00:00.000042000
143768,8,256,550,1,0 days 00:00:00.000028000
143768,13,256,550,1,0 days 00:00:00.000028000
68200,7,1,550,8,0 days 00:00:00.000042000
68200,8,1,550,8,0 days 00:00:00.000035000
68200,13,1,550,8,0 days 00:00:00.000041000
35656,7,4,550,8,0 days 00:00:00.000042000
35656,8,4,550,8,0 days 00:00:00.000036000
35656,13,4,550,8,0 days 00:00:00.000041000
26088,7,16,550,8,0 days 00:00:00.000041000
26088,8,16,550,8,0 days 00:00:00.000036000
26088,13,16,550,8,0 days 00:00:00.000058000
23640,7,64,550,8,0 days 00:00:00.000041000
23640,8,64,550,8,0 days 00:00:00.000035000
23640,13,64,550,8,0 days 00:00:00.000040000
23128,7,256,550,8,0 days 00:00:00.000041000
23128,8,256,550,8,0 days 00:00:00.000035000
23128,13,256,550,8,0 days 00:00:00.000041000
53472,7,1,550,32,0 days 00:00:00.000047000
53472,8,1,550,32,0 days 00:00:00.000041000
53472,13,1,550,32,0 days 00:00:00.000045000
20928,7,4,550,32,0 days 00:00:00.000046000
20928,8,4,550,32,0 days 00:00:00.000041000
20928,13,4,550,32,0 days 00:00:00.000046000
11360,7,16,550,32,0 days 00:00:00.000045000
11360,8,16,550,32,0 days 00:00:00.000040000
11360,13,16,550,32,0 days 00:00:00.000045000
8912,7,64,550,32,0 days 00:00:00.000065000
8912,8,64,550,32,0 days 00:00:00.000042000
8912,13,64,550,32,0 days 00:00:00.000045000
8400,7,256,550,32,0 days 00:00:00.000045000
8400,8,256,550,32,0 days 00:00:00.000040000
8400,13,256,550,32,0 days 00:00:00.000046000
48808,7,1,550,128,0 days 00:00:00.000055000
48808,8,1,550,128,0 days 00:00:00.000051000
48808,13,1,550,128,0 days 00:00:00.000061000
16264,7,4,550,128,0 days 00:00:00.000054000
16264,8,4,550,128,0 days 00:00:00.000051000
16264,13,4,550,128,0 days 00:00:00.000061000
6696,7,16,550,128,0 days 00:00:00.000053000
6696,8,16,550,128,0 days 00:00:00.000051000
6696,13,16,550,128,0 days 00:00:00.000064000
4248,7,64,550,128,0 days 00:00:00.000053000
4248,8,64,550,128,0 days 00:00:00.000052000
4248,13,64,550,128,0 days 00:00:00.000061000
3736,7,256,550,128,0 days 00:00:00.000053000
3736,8,256,550,128,0 days 00:00:00.000050000
3736,13,256,550,128,0 days 00:00:00.000061000
47672,7,1,550,512,0 days 00:00:00.000096000
47672,8,1,550,512,0 days 00:00:00.000105000
47672,13,1,550,512,0 days 00:00:00.000127000
15128,7,4,550,512,0 days 00:00:00.000096000
15128,8,4,550,512,0 days 00:00:00.000105000
15128,13,4,550,512,0 days 00:00:00.000126000
5560,7,16,550,512,0 days 00:00:00.000095000
5560,8,16,550,512,0 days 00:00:00.000105000
5560,13,16,550,512,0 days 00:00:00.000126000
3112,7,64,550,512,0 days 00:00:00.000095000
3112,8,64,550,512,0 days 00:00:00.000106000
3112,13,64,550,512,0 days 00:00:00.000126000
2600,7,256,550,512,0 days 00:00:00.000096000
2600,8,256,550,512,0 days 00:00:00.000105000
2600,13,256,550,512,0 days 00:00:00.000126000
370456,7,1,1054,1,0 days 00:00:00.000034000
370456,8,1,1054,1,0 days 00:00:00.000020000
370456,13,1,1054,1,0 days 00:00:00.000025000
299960,7,4,1054,1,0 days 00:00:00.000032000
299960,8,4,1054,1,0 days 00:00:00.000019000
299960,13,4,1054,1,0 days 00:00:00.000025000
280696,7,16,1054,1,0 days 00:00:00.000032000
280696,8,16,1054,1,0 days 00:00:00.000019000
280696,13,16,1054,1,0 days 00:00:00.000025000
275992,7,64,1054,1,0 days 00:00:00.000032000
275992,8,64,1054,1,0 days 00:00:00.000019000
275992,13,64,1054,1,0 days 00:00:00.000025000
274816,7,256,1054,1,0 days 00:00:00.000031000
274816,8,256,1054,1,0 days 00:00:00.000019000
274816,13,256,1054,1,0 days 00:00:00.000024000
138872,7,1,1054,8,0 days 00:00:00.000046000
138872,8,1,1054,8,0 days 00:00:00.000027000
138872,13,1,1054,8,0 days 00:00:00.000035000
68376,7,4,1054,8,0 days 00:00:00.000044000
68376,8,4,1054,8,0 days 00:00:00.000027000
68376,13,4,1054,8,0 days 00:00:00.000036000
49112,7,16,1054,8,0 days 00:00:00.000044000
49112,8,16,1054,8,0 days 00:00:00.000027000
49112,13,16,1054,8,0 days 00:00:00.000036000
44408,7,64,1054,8,0 days 00:00:00.000044000
44408,8,64,1054,8,0 days 00:00:00.000026000
44408,13,64,1054,8,0 days 00:00:00.000049000
43232,7,256,1054,8,0 days 00:00:00.000043000
43232,8,256,1054,8,0 days 00:00:00.000026000
43232,13,256,1054,8,0 days 00:00:00.000036000
110176,7,1,1054,32,0 days 00:00:00.000047000
110176,8,1,1054,32,0 days 00:00:00.000028000
110176,13,1,1054,32,0 days 00:00:00.000041000
39680,7,4,1054,32,0 days 00:00:00.000049000
39680,8,4,1054,32,0 days 00:00:00.000028000
39680,13,4,1054,32,0 days 00:00:00.000040000
20416,7,16,1054,32,0 days 00:00:00.000047000
20416,8,16,1054,32,0 days 00:00:00.000028000
20416,13,16,1054,32,0 days 00:00:00.000041000
15712,7,64,1054,32,0 days 00:00:00.000046000
15712,8,64,1054,32,0 days 00:00:00.000028000
15712,13,64,1054,32,0 days 00:00:00.000040000
14536,7,256,1054,32,0 days 00:00:00.000046000
14536,8,256,1054,32,0 days 00:00:00.000028000
14536,13,256,1054,32,0 days 00:00:00.000040000
101544,7,1,1054,128,0 days 00:00:00.000074000
101544,8,1,1054,128,0 days 00:00:00.000034000
101544,13,1,1054,128,0 days 00:00:00.000050000
31048,7,4,1054,128,0 days 00:00:00.000060000
31048,8,4,1054,128,0 days 00:00:00.000035000
31048,13,4,1054,128,0 days 00:00:00.000049000
11784,7,16,1054,128,0 days 00:00:00.000059000
11784,8,16,1054,128,0 days 00:00:00.000035000
11784,13,16,1054,128,0 days 00:00:00.000050000
7080,7,64,1054,128,0 days 00:00:00.000058000
7080,8,64,1054,128,0 days 00:00:00.000037000
7080,13,64,1054,128,0 days 00:00:00.000050000
5904,7,256,1054,128,0 days 00:00:00.000059000
5904,8,256,1054,128,0 days 00:00:00.000035000
5904,13,256,1054,128,0 days 00:00:00.000050000
99240,7,1,1054,512,0 days 00:00:00.000106000
99240,8,1,1054,512,0 days 00:00:00.000057000
99240,13,1,1054,512,0 days 00:00:00.000089000
28744,7,4,1054,512,0 days 00:00:00.000096000
28744,8,4,1054,512,0 days 00:00:00.000057000
28744,13,4,1054,512,0 days 00:00:00.000090000
9480,7,16,1054,512,0 days 00:00:00.000096000
9480,8,16,1054,512,0 days 00:00:00.000057000
9480,13,16,1054,512,0 days 00:00:00.000089000
4776,7,64,1054,512,0 days 00:00:00.000095000
4776,8,64,1054,512,0 days 00:00:00.000056000
4776,13,64,1054,512,0 days 00:00:00.000089000
3600,7,256,1054,512,0 days 00:00:00.000108000
3600,8,256,1054,512,0 days 00:00:00.000057000
3600,13,256,1054,512,0 days 00:00:00.000089000
358112,7,1,1015,1,0 days 00:00:00.000033000
358112,8,1,1015,1,0 days 00:00:00.000020000
358112,13,1,1015,1,0 days 00:00:00.000026000
289536,7,4,1015,1,0 days 00:00:00.000032000
289536,8,4,1015,1,0 days 00:00:00.000020000
289536,13,4,1015,1,0 days 00:00:00.000025000
270720,7,16,1015,1,0 days 00:00:00.000032000
270720,8,16,1015,1,0 days 00:00:00.000020000
270720,13,16,1015,1,0 days 00:00:00.000025000
266080,7,64,1015,1,0 days 00:00:00.000032000
266080,8,64,1015,1,0 days 00:00:00.000019000
266080,13,64,1015,1,0 days 00:00:00.000025000
264904,7,256,1015,1,0 days 00:00:00.000031000
264904,8,256,1015,1,0 days 00:00:00.000019000
264904,13,256,1015,1,0 days 00:00:00.000025000
135136,7,1,1015,8,0 days 00:00:00.000044000
135136,8,1,1015,8,0 days 00:00:00.000026000
135136,13,1,1015,8,0 days 00:00:00.000035000
66560,7,4,1015,8,0 days 00:00:00.000043000
66560,8,4,1015,8,0 days 00:00:00.000026000
66560,13,4,1015,8,0 days 00:00:00.000035000
47744,7,16,1015,8,0 days 00:00:00.000042000
47744,8,16,1015,8,0 days 00:00:00.000027000
47744,13,16,1015,8,0 days 00:00:00.000036000
43104,7,64,1015,8,0 days 00:00:00.000043000
43104,8,64,1015,8,0 days 00:00:00.000027000
43104,13,64,1015,8,0 days 00:00:00.000035000
41928,7,256,1015,8,0 days 00:00:00.000042000
41928,8,256,1015,8,0 days 00:00:00.000025000
41928,13,256,1015,8,0 days 00:00:00.000035000
106824,7,1,1015,32,0 days 00:00:00.000048000
106824,8,1,1015,32,0 days 00:00:00.000029000
106824,13,1,1015,32,0 days 00:00:00.000043000
38248,7,4,1015,32,0 days 00:00:00.000045000
38248,8,4,1015,32,0 days 00:00:00.000029000
38248,13,4,1015,32,0 days 00:00:00.000042000
19432,7,16,1015,32,0 days 00:00:00.000045000
19432,8,16,1015,32,0 days 00:00:00.000030000
19432,13,16,1015,32,0 days 00:00:00.000043000
14792,7,64,1015,32,0 days 00:00:00.000046000
14792,8,64,1015,32,0 days 00:00:00.000030000
14792,13,64,1015,32,0 days 00:00:00.000042000
13616,7,256,1015,32,0 days 00:00:00.000044000
13616,8,256,1015,32,0 days 00:00:00.000029000
13616,13,256,1015,32,0 days 00:00:00.000042000
98512,7,1,1015,128,0 days 00:00:00.000056000
98512,8,1,1015,128,0 days 00:00:00.000035000
98512,13,1,1015,128,0 days 00:00:00.000051000
29936,7,4,1015,128,0 days 00:00:00.000055000
29936,8,4,1015,128,0 days 00:00:00.000034000
29936,13,4,1015,128,0 days 00:00:00.000051000
11120,7,16,1015,128,0 days 00:00:00.000055000
11120,8,16,1015,128,0 days 00:00:00.000035000
11120,13,16,1015,128,0 days 00:00:00.000051000
6480,7,64,1015,128,0 days 00:00:00.000055000
6480,8,64,1015,128,0 days 00:00:00.000035000
6480,13,64,1015,128,0 days 00:00:00.000050000
5304,7,256,1015,128,0 days 00:00:00.000054000
5304,8,256,1015,128,0 days 00:00:00.000035000
5304,13,256,1015,128,0 days 00:00:00.000051000
96336,7,1,1015,512,0 days 00:00:00.000142000
96336,8,1,1015,512,0 days 00:00:00.000066000
96336,13,1,1015,512,0 days 00:00:00.000129000
27760,7,4,1015,512,0 days 00:00:00.000140000
27760,8,4,1015,512,0 days 00:00:00.000067000
27760,13,4,1015,512,0 days 00:00:00.000128000
8944,7,16,1015,512,0 days 00:00:00.000141000
8944,8,16,1015,512,0 days 00:00:00.000066000
8944,13,16,1015,512,0 days 00:00:00.000129000
4304,7,64,1015,512,0 days 00:00:00.000139000
4304,8,64,1015,512,0 days 00:00:00.000067000
4304,13,64,1015,512,0 days 00:00:00.000128000
3128,7,256,1015,512,0 days 00:00:00.000143000
3128,8,256,1015,512,0 days 00:00:00.000067000
3128,13,256,1015,512,0 days 00:00:00.000129000
211368,7,1,619,1,0 days 00:00:00.000042000
211368,8,1,619,1,0 days 00:00:00.000039000
211368,13,1,619,1,0 days 00:00:00.000022000
175624,7,4,619,1,0 days 00:00:00.000047000
175624,8,4,619,1,0 days 00:00:00.000024000
175624,13,4,619,1,0 days 00:00:00.000021000
165032,7,16,619,1,0 days 00:00:00.000059000
165032,8,16,619,1,0 days 00:00:00.000023000
165032,13,16,619,1,0 days 00:00:00.000022000
162424,7,64,619,1,0 days 00:00:00.000061000
162424,8,64,619,1,0 days 00:00:00.000024000
162424,13,64,619,1,0 days 00:00:00.000022000
161880,7,256,619,1,0 days 00:00:00.000060000
161880,8,256,619,1,0 days 00:00:00.000024000
161880,13,256,619,1,0 days 00:00:00.000022000
75648,7,1,619,8,0 days 00:00:00.000057000
75648,8,1,619,8,0 days 00:00:00.000031000
75648,13,1,619,8,0 days 00:00:00.000029000
39904,7,4,619,8,0 days 00:00:00.000064000
39904,8,4,619,8,0 days 00:00:00.000031000
39904,13,4,619,8,0 days 00:00:00.000029000
29312,7,16,619,8,0 days 00:00:00.000088000
29312,8,16,619,8,0 days 00:00:00.000031000
29312,13,16,619,8,0 days 00:00:00.000029000
26704,7,64,619,8,0 days 00:00:00.000088000
26704,8,64,619,8,0 days 00:00:00.000030000
26704,13,64,619,8,0 days 00:00:00.000029000
26160,7,256,619,8,0 days 00:00:00.000092000
26160,8,256,619,8,0 days 00:00:00.000030000
26160,13,256,619,8,0 days 00:00:00.000029000
58664,7,1,619,32,0 days 00:00:00.000063000
58664,8,1,619,32,0 days 00:00:00.000038000
58664,13,1,619,32,0 days 00:00:00.000033000
22920,7,4,619,32,0 days 00:00:00.000070000
22920,8,4,619,32,0 days 00:00:00.000035000
22920,13,4,619,32,0 days 00:00:00.000034000
12328,7,16,619,32,0 days 00:00:00.000093000
12328,8,16,619,32,0 days 00:00:00.000034000
12328,13,16,619,32,0 days 00:00:00.000033000
9720,7,64,619,32,0 days 00:00:00.000094000
9720,8,64,619,32,0 days 00:00:00.000035000
9720,13,64,619,32,0 days 00:00:00.000034000
9176,7,256,619,32,0 days 00:00:00.000093000
9176,8,256,619,32,0 days 00:00:00.000034000
9176,13,256,619,32,0 days 00:00:00.000033000
53296,7,1,619,128,0 days 00:00:00.000078000
53296,8,1,619,128,0 days 00:00:00.000040000
53296,13,1,619,128,0 days 00:00:00.000041000
17552,7,4,619,128,0 days 00:00:00.000096000
17552,8,4,619,128,0 days 00:00:00.000042000
17552,13,4,619,128,0 days 00:00:00.000042000
6960,7,16,619,128,0 days 00:00:00.000133000
6960,8,16,619,128,0 days 00:00:00.000041000
6960,13,16,619,128,0 days 00:00:00.000041000
4352,7,64,619,128,0 days 00:00:00.000148000
4352,8,64,619,128,0 days 00:00:00.000041000
4352,13,64,619,128,0 days 00:00:00.000041000
3808,7,256,619,128,0 days 00:00:00.000133000
3808,8,256,619,128,0 days 00:00:00.000041000
3808,13,256,619,128,0 days 00:00:00.000041000
52160,7,1,619,512,0 days 00:00:00.000135000
52160,8,1,619,512,0 days 00:00:00.000069000
52160,13,1,619,512,0 days 00:00:00.000083000
16416,7,4,619,512,0 days 00:00:00.000165000
16416,8,4,619,512,0 days 00:00:00.000070000
16416,13,4,619,512,0 days 00:00:00.000084000
5824,7,16,619,512,0 days 00:00:00.000230000
5824,8,16,619,512,0 days 00:00:00.000070000
5824,13,16,619,512,0 days 00:00:00.000084000
3216,7,64,619,512,0 days 00:00:00.000230000
3216,8,64,619,512,0 days 00:00:00.000070000
3216,13,64,619,512,0 days 00:00:00.000083000
2672,7,256,619,512,0 days 00:00:00.000230000
2672,8,256,619,512,0 days 00:00:00.000069000
2672,13,256,619,512,0 days 00:00:00.000084000
164816,7,1,475,1,0 days 00:00:00.000042000
164816,8,1,475,1,0 days 00:00:00.000023000
164816,13,1,475,1,0 days 00:00:00.000022000
135920,7,4,475,1,0 days 00:00:00.000046000
135920,8,4,475,1,0 days 00:00:00.000023000
135920,13,4,475,1,0 days 00:00:00.000022000
127216,7,16,475,1,0 days 00:00:00.000060000
127216,8,16,475,1,0 days 00:00:00.000023000
127216,13,16,475,1,0 days 00:00:00.000022000
124992,7,64,475,1,0 days 00:00:00.000137000
124992,8,64,475,1,0 days 00:00:00.000023000
124992,13,64,475,1,0 days 00:00:00.000022000
124480,7,256,475,1,0 days 00:00:00.000240000
124480,8,256,475,1,0 days 00:00:00.000023000
124480,13,256,475,1,0 days 00:00:00.000022000
60688,7,1,475,8,0 days 00:00:00.000056000
60688,8,1,475,8,0 days 00:00:00.000033000
60688,13,1,475,8,0 days 00:00:00.000032000
31792,7,4,475,8,0 days 00:00:00.000065000
31792,8,4,475,8,0 days 00:00:00.000033000
31792,13,4,475,8,0 days 00:00:00.000032000
23088,7,16,475,8,0 days 00:00:00.000102000
23088,8,16,475,8,0 days 00:00:00.000034000
23088,13,16,475,8,0 days 00:00:00.000032000
20864,7,64,475,8,0 days 00:00:00.000211000
20864,8,64,475,8,0 days 00:00:00.000033000
20864,13,64,475,8,0 days 00:00:00.000032000
20352,7,256,475,8,0 days 00:00:00.000383000
20352,8,256,475,8,0 days 00:00:00.000034000
20352,13,256,475,8,0 days 00:00:00.000032000
47360,7,1,475,32,0 days 00:00:00.000061000
47360,8,1,475,32,0 days 00:00:00.000034000
47360,13,1,475,32,0 days 00:00:00.000034000
18464,7,4,475,32,0 days 00:00:00.000071000
18464,8,4,475,32,0 days 00:00:00.000034000
18464,13,4,475,32,0 days 00:00:00.000033000
9760,7,16,475,32,0 days 00:00:00.000097000
9760,8,16,475,32,0 days 00:00:00.000034000
9760,13,16,475,32,0 days 00:00:00.000033000
7536,7,64,475,32,0 days 00:00:00.000246000
7536,8,64,475,32,0 days 00:00:00.000034000
7536,13,64,475,32,0 days 00:00:00.000033000
7024,7,256,475,32,0 days 00:00:00.000448000
7024,8,256,475,32,0 days 00:00:00.000035000
7024,13,256,475,32,0 days 00:00:00.000033000
43504,7,1,475,128,0 days 00:00:00.000074000
43504,8,1,475,128,0 days 00:00:00.000042000
43504,13,1,475,128,0 days 00:00:00.000041000
14608,7,4,475,128,0 days 00:00:00.000087000
14608,8,4,475,128,0 days 00:00:00.000042000
14608,13,4,475,128,0 days 00:00:00.000042000
5904,7,16,475,128,0 days 00:00:00.000126000
5904,8,16,475,128,0 days 00:00:00.000042000
5904,13,16,475,128,0 days 00:00:00.000041000
3680,7,64,475,128,0 days 00:00:00.000349000
3680,8,64,475,128,0 days 00:00:00.000043000
3680,13,64,475,128,0 days 00:00:00.000042000
